"ID","yr","ewe_age_z","age_class","prim","mass_gain","repro_tp1","frs","wean_tp1","birthdate_tp1","mismatch_tp1","pred","first_pregnant","birthdate_z","median_bdate_z","greenup_date_z","mass_fall_tm1_z","mass_fall_z","mass_spring_z","greenup_mismatch_z","code_sr","wean_mass_z"
49,2009,-0.078,"adult","FALSE",23.455,"yes","weaned","yes",159,9,"0","0",-0.675,-1.781,-0.028,1.272,1.162,0.15,-0.515,"3",0.724
49,2010,0.208,"adult","FALSE",11.149,"yes","weaned","yes",144,-7,"0","1",0.315,-1.272,0.328,1.161,0.694,1.197,0.028,"5",0.128
49,2011,0.494,"adult","FALSE",20.931,"yes","weaned","yes",148,2,"0","0",-0.746,-0.692,0.418,0.7,1.162,0.452,-0.841,"3",0.693
49,2012,0.78,"adult","FALSE",16.672,"yes","weaned","yes",163,17,"0","0",-0.463,-0.401,-0.028,1.16,0.853,0.681,-0.352,"5",0.106
49,2013,1.066,"adult","FALSE",11.916,"yes","neoDeath","no",NA,NA,"1","0",0.598,0.47,-0.028,0.857,0.802,1.205,0.463,"5",-0.266
49,2014,1.351,"adult","FALSE",NA,NA,NA,NA,NA,NA,"0","0",NA,0.397,0.507,0.807,NA,NA,NA,"1",NA
50,2007,-0.649,"prim","TRUE",12.283,"yes","weaned","yes",151,-9,"0","0",-0.746,-1.127,0.507,0.304,0.28,0.683,-0.896,"5",NA
50,2008,-0.363,"adult","FALSE",27.422,"yes","weaned","yes",140,-6,"0","0",-0.251,-0.692,1.219,0.294,1.243,-0.251,-0.95,"5",0.515
50,2009,-0.078,"adult","FALSE",19.11,NA,NA,NA,NA,NA,"0","0",-1.029,-1.781,-0.028,1.241,1.221,0.725,-0.787,"3",0.889
51,2007,-0.935,"prim","TRUE",12.306,"yes","weaned","yes",168,8,"0","0",-0.816,-1.127,0.507,-1.066,-0.392,0.066,-0.95,"9",NA
51,2008,-0.649,"adult","FALSE",13.428,"yes","neoDeath","no",NA,NA,"0","1",0.952,-0.692,1.219,-0.367,0.464,0.714,-0.026,"3",-2.75
51,2009,-0.363,"adult","FALSE",18.283,"yes","notWeaned","no",NA,NA,"0","0",NA,-1.781,-0.028,0.475,1.248,0.849,NA,"1",NA
51,2010,-0.078,"adult","FALSE",19.63,"yes","weaned","yes",140,-11,"0","0",-1.099,-1.272,0.328,1.245,1.265,0.703,-1.059,"2",NA
51,2011,0.208,"adult","FALSE",20.134,"yes","notWeaned","no",154,8,"0","0",-1.029,-0.692,0.418,1.262,1.426,0.789,-1.059,"3",NA
51,2012,0.494,"adult","FALSE",12.416,"yes","notWeaned","no",138,-8,"0","0",-0.038,-0.401,-0.028,1.42,0.905,1.239,-0.026,"2",-3.604
51,2013,0.78,"adult","FALSE",12.42,"yes","weaned","yes",164,12,"1","0",-1.17,0.47,-0.028,0.908,0.76,1.106,-0.896,"2",NA
51,2014,1.066,"adult","FALSE",12.587,"yes","weaned","yes",142,5,"0","0",0.669,0.397,0.507,0.766,1.222,1.508,0.191,"3",-0.168
51,2015,1.351,"adult","FALSE",16.952,"yes","weaned","yes",199,76,"0","0",-0.887,-0.764,-0.829,1.22,1.638,1.365,-0.189,"5",-0.21
52,2007,-0.935,"prim","TRUE",12.12,"yes","weaned","yes",144,-16,"0","0",-0.816,-1.127,0.507,-1.144,-0.698,-0.192,-0.95,"5",-0.448
52,2008,-0.649,"adult","FALSE",17.166,"yes","weaned","yes",139,-7,"0","0",-0.746,-0.692,1.219,-0.668,-0.077,-0.229,-1.33,"3",0.389
52,2009,-0.363,"adult","FALSE",20.952,"yes","weaned","yes",137,-13,"0","0",-1.099,-1.781,-0.028,-0.058,0.543,-0.116,-0.841,"5",0.747
52,2010,-0.078,"adult","FALSE",17.581,"yes","weaned","yes",149,-2,"0","0",-1.241,-1.272,0.328,0.552,0.747,0.475,-1.167,"3",NA
52,2011,0.208,"adult","FALSE",19.726,"yes","weaned","yes",138,-8,"0","0",-0.392,-0.692,0.418,0.753,0.303,-0.188,-0.57,"3",NA
52,2012,0.494,"adult","FALSE",15.186,NA,NA,NA,NA,NA,"0","0",-1.17,-0.401,-0.028,0.316,0.72,0.737,-0.896,"5",0.388
53,2007,-0.649,"prim","TRUE",10.336,"yes","weaned","yes",147,-13,"0","1",0.952,-1.127,0.507,-0.846,-0.541,0.166,0.409,"5",NA
53,2008,-0.363,"adult","FALSE",23.16,"yes","notWeaned","no",149,3,"0","0",-0.533,-0.692,1.219,-0.513,-0.177,-1.039,-1.167,"5",0.504
53,2009,-0.078,"adult","FALSE",15.609,"yes","weaned","yes",139,-11,"0","1",-0.392,-1.781,-0.028,-0.156,-0.078,-0.043,-0.298,"2",NA
53,2010,0.208,"adult","FALSE",15.037,"yes","weaned","yes",149,-2,"0","0",-1.099,-1.272,0.328,-0.058,0.252,0.328,-1.059,"5",1.284
53,2011,0.494,"adult","FALSE",17.747,"yes","neoDeath","no",NA,NA,"0","1",-0.392,-0.692,0.418,0.266,0.133,-0.107,-0.57,"5",0.52
53,2012,0.78,"adult","FALSE",16.272,NA,"human",NA,NA,NA,"0","0",NA,-0.401,-0.028,0.149,0.501,0.407,NA,"1",NA
53,2013,1.066,"adult","FALSE",NA,NA,NA,NA,NA,NA,"1",NA,NA,0.47,-0.028,0.511,NA,NA,NA,"9",NA
54,2005,-0.935,"prim","TRUE",NA,NA,NA,NA,NA,NA,"0","0",NA,-0.474,-0.384,NA,NA,NA,NA,"4",NA
55,2009,-0.935,"prim","TRUE",21.176,"yes","neoDeath","no",NA,NA,"0","0",-0.887,-1.781,-0.028,-1.238,-0.237,-0.856,-0.678,"5",-0.823
55,2010,-0.649,"adult","FALSE",17.645,"yes","weaned","yes",NA,NA,"0","0",NA,-1.272,0.328,-0.215,0.433,0.18,NA,"1",NA
55,2011,-0.363,"adult","FALSE",20.937,"yes","weaned","yes",143,-3,"0","0",-0.958,-0.692,0.418,0.444,0.608,-0.055,-1.004,"5",NA
55,2012,-0.078,"adult","FALSE",15.267,"yes","notWeaned","no",152,6,"0","0",-0.816,-0.401,-0.028,0.616,0.367,0.405,-0.624,"5",NA
55,2013,0.208,"adult","FALSE",12.167,"yes","weaned","yes",156,4,"1","0",-0.18,0.47,-0.028,0.379,0.662,1.047,-0.135,"2",0.318
55,2014,0.494,"adult","FALSE",11.769,"yes","weaned","yes",144,7,"0","1",0.103,0.397,0.507,0.669,0.371,0.828,-0.243,"5",-1.326
55,2015,0.78,"adult","FALSE",13.273,"yes","neoDeath","no",NA,NA,"0","0",-0.746,-0.764,-0.829,0.383,0.885,1.118,-0.08,"3",0.44
55,2016,1.066,"adult","FALSE",12.76,"yes","weaned","yes",NA,NA,"0","0",NA,-0.546,-2.077,0.889,0.959,1.247,NA,"1",NA
55,2017,1.351,"adult","FALSE",19.549,"yes","notWeaned","no",151,20,"0","0",-0.675,-1.055,-0.473,0.961,1.363,0.802,-0.243,"5",NA
55,2018,1.637,"senescent","FALSE",14.57,NA,NA,NA,NA,NA,"0","0",-0.251,-0.111,-1.364,1.358,1.053,1.115,0.626,"2",NA
56,2009,-0.935,"prim","TRUE",20.624,"yes","weaned","yes",144,-6,"0","0",-0.887,-1.781,-0.028,-0.308,0.262,-0.333,-0.678,"5",-0.416
56,2010,-0.649,"adult","FALSE",20.994,"yes","weaned","yes",148,-3,"0","0",-0.746,-1.272,0.328,0.276,0.593,-0.075,-0.787,"5",0.26
56,2011,-0.363,"adult","FALSE",21.246,"yes","weaned","yes",153,7,"0","0",-0.463,-0.692,0.418,0.601,0.838,0.118,-0.624,"5",0.62
56,2012,-0.078,"adult","FALSE",14.927,NA,NA,NA,NA,NA,"0","0",-0.109,-0.401,-0.028,0.842,0.594,0.654,-0.08,"3",-1.31
57,2009,-0.935,"prim","TRUE",19.915,"yes","weaned","yes",141,-9,"0","0",-0.958,-1.781,-0.028,-0.517,-0.121,-0.599,-0.733,"3",0.283
57,2010,-0.649,"adult","FALSE",24.294,NA,NA,NA,NA,NA,"0","0",-0.958,-1.272,0.328,-0.101,0.355,-0.688,-0.95,"3",0.543
58,2010,-0.935,"prim","TRUE",19.57,"yes","neoDeath","no",NA,NA,"0","0",-0.392,-1.272,0.328,-1.328,-0.19,-0.62,-0.515,"5",0.07
58,2011,-0.649,"adult","FALSE",20.192,"yes","neoDeath","no",NA,NA,"0","0",NA,-0.692,0.418,-0.168,0.252,-0.291,NA,"1",NA
58,2012,-0.363,"adult","FALSE",15.6,"yes","notWeaned","no",NA,NA,"0","0",NA,-0.401,-0.028,0.266,0.362,0.36,NA,"1",NA
58,2013,-0.078,"adult","FALSE",13.074,"yes","weaned","yes",152,0,"1","0",-0.675,0.47,-0.028,0.374,0.15,0.469,-0.515,"2",NA
58,2014,0.208,"adult","FALSE",21.17,"yes","weaned","yes",148,11,"0","0",-0.18,0.397,0.507,0.166,0.729,0.028,-0.461,"5",0.338
58,2015,0.494,"adult","FALSE",16.63,"yes","weaned","yes",149,26,"0","0",-0.463,-0.764,-0.829,0.735,0.984,0.806,0.137,"3",0.317
58,2016,0.78,"adult","FALSE",11.395,"yes","weaned","yes",140,-1,"0","0",-0.392,-0.546,-2.077,0.986,1.11,1.548,0.952,"5",NA
58,2017,1.066,"adult","FALSE",15.465,"yes","weaned","yes",147,16,"0","0",-1.029,-1.055,-0.473,1.11,1.086,1.038,-0.515,"5",2.227
58,2018,1.351,"adult","FALSE",16.859,NA,NA,NA,NA,NA,"0","0",-0.533,-0.111,-1.364,1.086,0.754,0.568,0.409,"3",0.505
59,2010,-0.935,"prim","TRUE",6.629,NA,NA,NA,NA,NA,"0","1",-0.392,-1.272,0.328,-2.098,-1.736,-0.482,-0.515,"5",-0.94
60,2010,-0.935,"prim","TRUE",19.806,NA,NA,NA,NA,NA,"0","0",-0.958,-1.272,0.328,-1.104,-0.196,-0.654,-0.95,"5",0.242
61,2010,-0.935,"prim","TRUE",16.769,"yes","weaned","yes",195,44,"0","0",-0.746,-1.272,0.328,-2.158,-1.218,-1.224,-0.787,"5",-0.621
61,2011,-0.649,"adult","FALSE",14.419,"yes","weaned","yes",153,7,"0","1",2.862,-0.692,0.418,-1.179,-0.656,-0.429,1.931,"5",-2.241
61,2012,-0.363,"adult","FALSE",15.191,NA,NA,NA,NA,NA,"0","1",-0.109,-0.401,-0.028,-0.627,-0.599,-0.469,-0.08,"5",-1.179
62,2010,-0.935,"prim","TRUE",20.353,"yes","weaned","yes",149,-2,"0","0",-1.312,-1.272,0.328,-1.682,-0.92,-1.382,-1.222,"2",NA
62,2011,-0.649,"adult","FALSE",19.543,"yes","weaned","yes",146,0,"0","0",-0.392,-0.692,0.418,-0.886,-0.206,-0.632,-0.57,"5",-0.257
62,2012,-0.363,"adult","FALSE",17.329,"yes","neoDeath","no",NA,NA,"0","0",-0.604,-0.401,-0.028,-0.184,-0.27,-0.425,-0.461,"3",-0.491
62,2013,-0.078,"adult","FALSE",13.378,"yes","weaned","yes",NA,NA,"1","0",NA,0.47,-0.028,-0.247,-0.249,0.068,NA,"1",NA
62,2014,0.208,"adult","FALSE",9.26,"yes","weaned","yes",154,17,"0","0",0.032,0.397,0.507,-0.226,-0.462,0.367,-0.298,"5",-0.695
62,2015,0.494,"adult","FALSE",14.903,"yes","weaned","yes",145,22,"0","0",-0.038,-0.764,-0.829,-0.435,0.195,0.291,0.463,"5",NA
62,2016,0.78,"adult","FALSE",11.298,"yes","weaned","yes",143,2,"0","0",-0.675,-0.546,-2.077,0.21,-0.006,0.54,0.735,"5",0.855
62,2017,1.066,"adult","FALSE",17.81,"yes","notWeaned","no",150,19,"0","0",-0.816,-1.055,-0.473,0.013,0.029,-0.209,-0.352,"5",0.751
62,2018,1.351,"adult","FALSE",12.541,"yes","notWeaned","no",146,2,"0","0",-0.321,-0.111,-1.364,0.047,-0.554,-0.111,0.572,"2",-0.261
62,2019,1.637,"senescent","FALSE",19.666,NA,NA,NA,NA,NA,"0","0",-0.604,0.325,-0.206,-0.526,-0.369,-0.796,-0.352,"2",NA
63,2010,-0.649,"prim","TRUE",16.536,"yes","neoDeath","no",NA,NA,"0","0",-0.533,-1.272,0.328,0.043,-1.127,-1.113,-0.624,"5",-0.384
63,2011,-0.363,"adult","FALSE",21.43,"yes","weaned","yes",NA,NA,"0","0",NA,-0.692,0.418,-1.089,0.855,0.112,NA,"1",NA
63,2012,-0.078,"adult","FALSE",14.774,"yes","weaned","yes",151,5,"0","0",-0.604,-0.401,-0.028,0.859,0.203,0.314,-0.461,"5",0.255
63,2013,0.208,"adult","FALSE",12.605,"yes","neoDeath","no",NA,NA,"1","0",-0.251,0.47,-0.028,0.218,0.108,0.487,-0.189,"5",-0.51
63,2014,0.494,"adult","FALSE",20.45,"yes","weaned","yes",NA,NA,"0","0",NA,0.397,0.507,0.124,0.79,0.17,NA,"1",NA
63,2015,0.78,"adult","FALSE",16.748,"yes","weaned","yes",144,21,"0","0",-0.533,-0.764,-0.829,0.795,1.439,1.207,0.083,"5",0.051
63,2016,1.066,"adult","FALSE",9.948,"yes","weaned","yes",142,1,"0","0",-0.746,-0.546,-2.077,1.433,1.021,1.64,0.681,"5",0.773
63,2017,1.351,"adult","FALSE",18.536,"yes","weaned","yes",150,19,"0","0",-0.887,-1.055,-0.473,1.022,1.385,0.944,-0.406,"5",1.448
63,2018,1.637,"senescent","FALSE",17.187,"yes","neoDeath","no",NA,NA,"0","0",-0.321,-0.111,-1.364,1.38,1.52,1.229,0.572,"3",0.445
63,2019,1.923,"senescent","FALSE",13.902,"yes","neoDeath","no",NA,NA,"0","1",NA,0.325,-0.206,1.513,1.389,1.504,NA,"1",NA
63,2020,2.209,"senescent","FALSE",25.773,"yes","neoDeath","no",NA,NA,"0","1",NA,3.011,-0.651,1.384,1.149,-0.14,NA,"1",NA
64,2010,-0.649,"prim","TRUE",16.061,"yes","weaned","yes",171,20,"0","0",-0.392,-1.272,0.328,-0.399,-0.516,-0.498,-0.515,"5",0.461
64,2011,-0.363,"adult","FALSE",18.08,"yes","neoDeath","no",NA,NA,"0","1",1.164,-0.692,0.418,-0.489,0.406,0.103,0.626,"5",-0.953
64,2012,-0.078,"adult","FALSE",13.592,"yes","notWeaned","no",NA,NA,"0","0",NA,-0.401,-0.028,0.418,0.326,0.568,NA,"1",NA
64,2013,0.208,"adult","FALSE",11.963,"yes","neoDeath","no",NA,NA,"1","0",0.032,0.47,-0.028,0.339,0.189,0.639,0.028,"2",0.143
64,2014,0.494,"adult","FALSE",18.411,"yes","weaned","yes",NA,NA,"0","0",NA,0.397,0.507,0.205,0.85,0.47,NA,"1",NA
64,2015,0.78,"adult","FALSE",17.729,"yes","weaned","yes",164,41,"0","0",-0.746,-0.764,-0.829,0.854,0.939,0.633,-0.08,"5",-0.308
64,2016,1.066,"adult","FALSE",9.787,"yes","weaned","yes",146,5,"0","0",0.669,-0.546,-2.077,0.941,1.097,1.73,1.768,"3",NA
64,2017,1.351,"adult","FALSE",18.102,"yes","neoDeath","no",NA,NA,"0","0",-0.604,-1.055,-0.473,1.097,1.108,0.743,-0.189,"5",1.058
64,2018,1.637,"senescent","FALSE",10.965,NA,NA,NA,NA,NA,"0","0",NA,-0.111,-1.364,1.108,0.769,1.288,NA,"1",NA
65,2011,-0.935,"prim","TRUE",18.886,NA,NA,NA,NA,NA,"0","0",-0.463,-0.692,0.418,-0.675,-0.419,-0.747,-0.624,"5",-0.038
66,2011,-0.935,"prim","TRUE",17.578,"yes","notWeaned","no",153,7,"0","1",0.598,-0.692,0.418,-1.079,-0.51,-0.674,0.191,"5",-0.594
66,2012,-0.649,"adult","FALSE",15.151,"yes","weaned","yes",161,15,"0","1",-0.109,-0.401,-0.028,-0.483,-0.441,-0.32,-0.08,"2",NA
66,2013,-0.363,"adult","FALSE",12.907,"yes","neoDeath","no",NA,NA,"1","0",0.457,0.47,-0.028,-0.415,-0.106,0.255,0.354,"3",-0.441
66,2014,-0.078,"adult","FALSE",16.927,"yes","neoDeath","no",NA,NA,"0","0",NA,0.397,0.507,-0.086,0.346,0.187,NA,"1",NA
66,2015,0.208,"adult","FALSE",11.277,NA,NA,NA,NA,NA,"0","0",NA,-0.764,-0.829,0.358,0.058,0.6,NA,"1",NA
67,2012,-0.649,"prim","TRUE",NA,NA,NA,NA,NA,NA,"0","0",-0.321,-0.401,-0.028,-0.078,NA,NA,-0.243,"2",NA
68,2012,-0.935,"prim","TRUE",16.261,"yes","neoDeath","no",NA,NA,"0","0",-0.392,-0.401,-0.028,-0.836,-0.644,-0.639,-0.298,"3",NA
68,2013,-0.649,"adult","FALSE",11.883,"yes","neoDeath","no",NA,NA,"1","0",NA,0.47,-0.028,-0.615,0.051,0.522,NA,"1",NA
68,2014,-0.363,"adult","FALSE",23.223,"yes","weaned","yes",NA,NA,"0","0",NA,0.397,0.507,0.069,0.511,-0.418,NA,"1",NA
68,2015,-0.078,"adult","FALSE",16.019,"yes","weaned","yes",147,24,"0","0",-0.958,-0.764,-0.829,0.52,0.819,0.728,-0.243,"3",0.21
68,2016,0.208,"adult","FALSE",10.568,"yes","weaned","yes",NA,NA,"0","0",-0.533,-0.546,-2.077,0.823,0.975,1.524,0.844,"5",NA
68,2017,0.494,"adult","FALSE",16.977,"yes","weaned","yes",NA,NA,"0","0",NA,-1.055,-0.473,0.976,1.439,1.181,NA,"5",NA
68,2018,0.78,"adult","FALSE",15.659,"no","noLamb",NA,NA,NA,"0","0",-0.463,-0.111,-1.364,1.434,1.199,1.119,0.463,"3",NA
69,2013,-0.649,"prim","TRUE",9.785,"yes","neoDeath","no",NA,NA,"1","1",0.174,0.47,-0.028,0.138,0.521,1.203,0.137,"5",-0.652
69,2014,-0.363,"adult","FALSE",18.075,"yes","weaned","yes",NA,NA,"0","0",NA,0.397,0.507,0.53,0.878,0.535,NA,"1",NA
69,2015,-0.078,"adult","FALSE",16.69,"yes","weaned","yes",150,27,"0","0",-0.463,-0.764,-0.829,0.881,1.101,0.906,0.137,"5",NA
69,2016,0.208,"adult","FALSE",10.551,"yes","neoDeath","no",NA,NA,"0","0",-0.321,-0.546,-2.077,1.101,1.517,2.022,1.007,"5",NA
69,2017,0.494,"adult","FALSE",19.909,"yes","weaned","yes",NA,NA,"0","0",NA,-1.055,-0.473,1.51,1.769,1.13,NA,"1",NA
69,2018,0.78,"adult","FALSE",15.166,"yes","notWeaned","no",166,22,"0","0",-0.251,-0.111,-1.364,1.757,0.827,0.838,0.626,"3",NA
69,2019,1.066,"adult","FALSE",12.925,"no","noLamb",NA,NA,NA,"0","1",0.811,0.325,-0.206,0.831,1.161,1.412,0.735,"2",NA
70,2012,-0.935,"prim","TRUE",16.326,NA,NA,NA,NA,NA,"0","0",-0.251,-0.401,-0.028,-0.476,-0.01,-0.067,-0.189,"3",NA
71,2012,-0.935,"prim","TRUE",14.912,"yes","weaned","yes",159,13,"0","0",2.013,-0.401,-0.028,-1.499,-0.319,-0.18,1.55,"5",NA
71,2013,-0.649,"adult","FALSE",13,"yes","neoDeath","no",NA,NA,"1","0",0.315,0.47,-0.028,-0.295,-0.184,0.173,0.246,"5",-1.079
71,2014,-0.363,"adult","FALSE",21.609,"yes","notWeaned","no",NA,NA,"0","0",NA,0.397,0.507,-0.163,0.239,-0.473,NA,"1",NA
71,2015,-0.078,"adult","FALSE",17.349,"yes","weaned","yes",NA,NA,"0","0",NA,-0.764,-0.829,0.253,0.722,0.48,NA,"2",NA
71,2016,0.208,"adult","FALSE",11.601,"yes","weaned","yes",144,3,"0","0",-0.463,-0.546,-2.077,0.728,0.59,1.049,0.898,"5",0.775
71,2017,0.494,"adult","FALSE",19.895,"yes","neoDeath","no",NA,NA,"0","0",-0.746,-1.055,-0.473,0.599,1.088,0.509,-0.298,"5",0.352
71,2018,0.78,"adult","FALSE",17.12,"yes","neoDeath","no",NA,NA,"0","0",NA,-0.111,-1.364,1.088,1.122,0.873,NA,"1",NA
71,2019,1.066,"adult","FALSE",18.963,"yes","neoDeath","no",NA,NA,"0","0",NA,0.325,-0.206,1.122,1.033,0.571,NA,"1",NA
71,2020,1.351,"adult","FALSE",26.591,"yes","notWeaned","no",NA,NA,"0","0",NA,3.011,-0.651,1.034,1.199,-0.192,NA,"1",NA
72,2013,-0.935,"prim","TRUE",14.053,"no","noLamb",NA,NA,NA,"1","0",0.315,0.47,-0.028,-1.444,-0.827,-0.541,0.246,"5",-0.912
72,2015,-0.363,"adult","FALSE",17.018,"yes","neoDeath","no",NA,NA,"0","0",NA,-0.764,-0.829,0.081,0.168,0.013,NA,"1",NA
72,2016,-0.078,"adult","FALSE",13.96,"yes","weaned","yes",NA,NA,"0","0",NA,-0.546,-2.077,0.183,0.641,0.812,NA,"1",NA
72,2017,0.208,"adult","FALSE",15.134,"yes","weaned","yes",159,28,"0","0",-0.887,-1.055,-0.473,0.649,0.527,0.567,-0.406,"5",NA
72,2018,0.494,"adult","FALSE",13.63,NA,NA,NA,NA,NA,"0","1",0.315,-0.111,-1.364,0.536,0.241,0.486,1.061,"3",-0.067
73,2015,-0.363,"prim","TRUE",17.081,"yes","weaned","yes",148,25,"0","0",-0.392,-0.764,-0.829,-0.33,0.022,-0.128,0.191,"2",NA
73,2016,-0.078,"adult","FALSE",11.584,NA,NA,NA,NA,NA,"0","0",-0.463,-0.546,-2.077,0.04,-0.234,0.297,0.898,"5",1.141
74,2013,-0.935,"prim","TRUE",11.887,"no","noLamb",NA,NA,NA,"1","1",1.306,0.47,-0.028,-0.833,0.007,0.481,1.007,"2",NA
74,2015,-0.363,"adult","FALSE",NA,NA,NA,NA,NA,NA,"0",NA,-0.958,-0.764,-0.829,0.858,NA,NA,-0.243,"2",NA
75,2015,-0.363,"prim","TRUE",8.161,"yes","weaned","yes",143,20,"0","1",0.669,-0.764,-0.829,0.244,0.182,1.088,1.007,"5",-0.857
75,2016,-0.078,"adult","FALSE",12.701,"yes","weaned","yes",141,0,"0","0",-0.816,-0.546,-2.077,0.198,0.636,0.959,0.626,"5",1.14
75,2017,0.208,"adult","FALSE",18.736,"yes","weaned","yes",148,17,"0","0",-0.958,-1.055,-0.473,0.644,0.835,0.417,-0.461,"5",1.835
75,2018,0.494,"adult","FALSE",15.588,"yes","weaned","yes",156,12,"0","0",-0.463,-0.111,-1.364,0.839,0.239,0.249,0.463,"5",0.051
75,2019,0.78,"adult","FALSE",12.302,NA,NA,NA,NA,NA,"0","1",0.103,0.325,-0.206,0.253,0.063,0.482,0.191,"3",-0.656
76,2015,-0.363,"prim","TRUE",14.18,"yes","weaned","yes",145,22,"0","0",-0.746,-0.764,-0.829,-0.837,-0.506,-0.263,-0.08,"5",-0.636
76,2016,-0.078,"adult","FALSE",12.444,"yes","weaned","yes",151,10,"0","0",-0.675,-0.546,-2.077,-0.479,-0.494,-0.044,0.735,"3",1.21
76,2017,0.208,"adult","FALSE",15.23,"yes","notWeaned","no",151,20,"0","0",-0.251,-1.055,-0.473,-0.468,-0.285,-0.187,0.083,"5",1.519
76,2018,0.494,"adult","FALSE",15.566,"yes","weaned","yes",155,11,"0","0",-0.251,-0.111,-1.364,-0.261,-0.158,-0.111,0.626,"2",-0.577
76,2019,0.78,"adult","FALSE",16.265,NA,NA,NA,NA,NA,"0","0",0.032,0.325,-0.206,-0.137,-0.324,-0.347,0.137,"3",-1.045
77,2015,-0.649,"prim","TRUE",15.404,"yes","weaned","yes",148,25,"0","0",-0.746,-0.764,-0.829,-0.977,-0.662,-0.553,-0.08,"5",-0.183
77,2016,-0.363,"adult","FALSE",12.509,"yes","weaned","yes",151,10,"0","0",-0.463,-0.546,-2.077,-0.633,-0.353,0.077,0.898,"5",0.73
77,2017,-0.078,"adult","FALSE",18.28,"yes","weaned","yes",155,24,"0","0",-0.251,-1.055,-0.473,-0.329,0.046,-0.25,0.083,"5",1.067
77,2018,0.208,"adult","FALSE",15.627,NA,NA,NA,NA,NA,"0","0",0.032,-0.111,-1.364,0.063,-0.045,-0.015,0.844,"5",NA
78,2016,-0.363,"prim","TRUE",5.761,"yes","weaned","yes",146,5,"0","0",0.881,-0.546,-2.077,0.483,0.425,1.598,1.931,"5",-0.997
78,2017,-0.078,"adult","FALSE",18.886,"no","noLamb",NA,NA,NA,"0","0",-0.604,-1.055,-0.473,0.436,0.67,0.248,-0.189,"5",0.392
78,2019,0.494,"adult","FALSE",18.659,NA,NA,NA,NA,NA,"0","0",NA,0.325,-0.206,0.884,1.276,0.829,NA,"1",NA
79,2016,-0.363,"prim","TRUE",7.022,"yes","weaned","yes",142,1,"0","1",-0.109,-0.546,-2.077,0.457,0.103,1.152,1.17,"1",NA
79,2017,-0.078,"adult","FALSE",19.294,"yes","weaned","yes",156,25,"0","0",-0.887,-1.055,-0.473,0.12,0.848,0.362,-0.406,"5",0.763
79,2018,0.208,"adult","FALSE",11.105,"no","noLamb",NA,NA,NA,"0","1",0.103,-0.111,-1.364,0.852,-0.033,0.538,0.898,"3",-0.096
80,2016,-0.649,"prim","TRUE",13.444,"yes","weaned","yes",146,5,"0","0",-0.604,-0.546,-2.077,0.333,0.508,0.753,0.789,"5",0.322
80,2017,-0.363,"adult","FALSE",20.662,NA,NA,NA,NA,NA,"0","0",-0.604,-1.055,-0.473,0.518,1.142,0.467,-0.189,"5",1.085
81,2015,-0.935,"prim","TRUE",19.39,"yes","weaned","yes",166,43,"0","0",-0.463,-0.764,-0.829,-0.7,0.393,-0.065,0.137,"3",-0.156
81,2016,-0.649,"adult","FALSE",7.564,"no","noLamb",NA,NA,NA,"0","0",0.811,-0.546,-2.077,0.405,1.386,2.26,1.876,"5",NA
81,2018,-0.078,"adult","FALSE",17.144,"yes","neoDeath","no",NA,NA,"0","0",-0.251,-0.111,-1.364,2.922,1.719,1.416,0.626,"5",0.435
81,2019,0.208,"adult","FALSE",18.713,"yes","weaned","yes",NA,NA,"0","1",NA,0.325,-0.206,1.708,1.643,1.159,NA,"1",NA
81,2020,0.494,"adult","FALSE",27.605,NA,"human",NA,160,NA,"0","0",0.952,3.011,-0.651,1.634,1.799,0.236,1.115,"3",NA
82,2016,-0.935,"prim","TRUE",14.378,"yes","weaned","yes",143,2,"0","0",-0.321,-0.546,-2.077,-2.074,-1.149,-0.875,1.007,"2",NA
82,2017,-0.649,"adult","FALSE",15.226,"yes","weaned","yes",149,18,"0","0",-0.816,-1.055,-0.473,-1.111,-0.768,-0.628,-0.352,"3",1.386
82,2018,-0.363,"adult","FALSE",16.063,"no","noLamb",NA,NA,NA,"0","0",-0.392,-0.111,-1.364,-0.736,-0.719,-0.683,0.517,"5",0.003
83,2018,-0.363,"adult","FALSE",15.906,"no","noLamb",NA,NA,NA,"0","0",-0.604,-0.111,-1.364,0.932,0.986,0.894,0.354,"3",-0.331
84,2017,-0.649,"prim","TRUE",17.436,"yes","weaned","yes",177,46,"0","0",-0.675,-1.055,-0.473,-0.174,-0.153,-0.331,-0.243,"5",1.214
84,2018,-0.363,"adult","FALSE",12.85,"yes","neoDeath","no",NA,NA,"0","1",1.589,-0.111,-1.364,-0.132,-0.18,0.194,2.039,"3",-1.695
84,2019,-0.078,"adult","FALSE",17.597,"yes","neoDeath","no",NA,NA,"0","0",NA,0.325,-0.206,-0.159,-0.248,-0.437,NA,"1",NA
84,2020,0.208,"adult","FALSE",23.922,"yes","weaned","yes",NA,NA,"0","0",NA,3.011,-0.651,-0.225,0.376,-0.625,NA,"1",NA
85,2017,-0.649,"adult","FALSE",19.908,"yes","weaned","yes",156,25,"0","0",-0.321,-1.055,-0.473,0.332,0.419,-0.104,0.028,"5",0.013
85,2018,-0.363,"adult","FALSE",7.625,NA,NA,NA,NA,NA,"0","1",0.103,-0.111,-1.364,0.431,0.098,1.075,0.898,"5",0.362
